"","ohi_rgn","species","rgn_typ","rgn_nam","probability","FAOarea"
"13055",80,"Trichiurus lepturus","eez","Greece",0.5,NA
"13056",81,"Trichiurus lepturus","eez","Cyprus",0.5,NA
"13057",82,"Trichiurus lepturus","eez","Albania",0.5,NA
"13058",84,"Trichiurus lepturus","eez","Algeria",0.5,NA
"13059",85,"Trichiurus lepturus","eez","Ascension",0.5,NA
"13060",86,"Trichiurus lepturus","eez","Saint Helena",0.5,NA
"13061",88,"Trichiurus lepturus","eez","Tristan da Cunha",0.5,NA
"13062",92,"Trichiurus lepturus","eez","Amsterdam Island and Saint Paul Island",0.5,NA
"13063",95,"Trichiurus lepturus","eez","Falkland Islands",0.5,NA
"13064",96,"Trichiurus lepturus","eez","Sierra Leone",0.5,NA
"13065",97,"Trichiurus lepturus","eez","Liberia",0.5,NA
"13066",98,"Trichiurus lepturus","eez","Togo",0.5,NA
"13067",99,"Trichiurus lepturus","eez","Benin",0.5,NA
"13068",100,"Trichiurus lepturus","eez","R_publique du Congo",0.5,NA
"13069",101,"Trichiurus lepturus","eez","Namibia",0.5,NA
"13070",102,"Trichiurus lepturus","eez","South Africa",0.5,NA
"13071",103,"Trichiurus lepturus","eez","Sao Tome and Principe",0.5,NA
"13072",104,"Trichiurus lepturus","eez","Equatorial Guinea",0.5,NA
"13073",106,"Trichiurus lepturus","eez","Ghana",0.5,NA
"13074",107,"Trichiurus lepturus","eez","Clipperton Island",0.5,NA
"13075",108,"Trichiurus lepturus","eez","Bermuda",0.5,NA
"13076",110,"Trichiurus lepturus","eez","Bahamas",0.5,NA
"13077",111,"Trichiurus lepturus","eez","Turks and Caicos Islands",0.5,NA
"13078",112,"Trichiurus lepturus","eez","Cuba",0.5,NA
"13079",113,"Trichiurus lepturus","eez","Cayman Islands",0.5,NA
"13080",114,"Trichiurus lepturus","eez","Haiti",0.5,NA
"13081",115,"Trichiurus lepturus","eez","Dominican Republic",0.5,NA
"13082",116,"Trichiurus lepturus","eez","Puerto Rico and Virgin Islands of the United States",0.5,NA
"13083",117,"Trichiurus lepturus","eez","British Virgin Islands",0.5,NA
"13084",118,"Trichiurus lepturus","eez","Anguilla",0.5,NA
"13085",119,"Trichiurus lepturus","eez","Saint Kitts and Nevis",0.5,NA
"13086",120,"Trichiurus lepturus","eez","Antigua and Barbuda",0.5,NA
"13087",121,"Trichiurus lepturus","eez","Montserrat",0.5,NA
"13088",122,"Trichiurus lepturus","eez","Saint Lucia",0.5,NA
"13089",123,"Trichiurus lepturus","eez","Dominica",0.5,NA
"13090",124,"Trichiurus lepturus","eez","Barbados",0.5,NA
"13091",125,"Trichiurus lepturus","eez","Grenada",0.5,NA
"13092",126,"Trichiurus lepturus","eez","Trinidad and Tobago",0.5,NA
"13093",127,"Trichiurus lepturus","eez","Saint Vincent and the Grenadines",0.5,NA
"13094",129,"Trichiurus lepturus","eez","Panama",0.5,NA
"13095",130,"Trichiurus lepturus","eez","Costa Rica",0.5,NA
"13096",131,"Trichiurus lepturus","eez","Nicaragua",0.5,NA
"13097",132,"Trichiurus lepturus","eez","Colombia",0.5,NA
"13098",133,"Trichiurus lepturus","eez","Honduras",0.5,NA
"13099",134,"Trichiurus lepturus","eez","El Salvador",0.5,NA
"13100",135,"Trichiurus lepturus","eez","Mexico",0.5,NA
"13101",136,"Trichiurus lepturus","eez","Guatemala",0.5,NA
"13102",137,"Trichiurus lepturus","eez","Ecuador",0.5,NA
"13103",138,"Trichiurus lepturus","eez","Peru",0.5,NA
"13104",139,"Trichiurus lepturus","eez","Venezuela",0.5,NA
"13105",140,"Trichiurus lepturus","eez","Guadeloupe and Martinique",0.5,NA
"13106",162,"Trichiurus lepturus","eez","New Zealand",0.5,NA
"13107",163,"Trichiurus lepturus","eez","United States",0.5,NA
"13108",164,"Trichiurus lepturus","eez","Belize",0.5,NA
"13109",166,"Trichiurus lepturus","eez","Jamaica",0.5,NA
"13110",167,"Trichiurus lepturus","eez","Guyana",0.5,NA
"13111",168,"Trichiurus lepturus","eez","Suriname",0.5,NA
"13112",169,"Trichiurus lepturus","eez","French Guiana",0.5,NA
"13113",171,"Trichiurus lepturus","eez","Brazil",0.5,NA
"13114",172,"Trichiurus lepturus","eez","Argentina",0.5,NA
"13115",173,"Trichiurus lepturus","eez","Uruguay",0.5,NA
"13116",179,"Trichiurus lepturus","eez","France",0.5,NA
"13117",180,"Trichiurus lepturus","eez","United Kingdom",0.5,NA
"13118",181,"Trichiurus lepturus","eez","Ireland",0.5,NA
"13119",182,"Trichiurus lepturus","eez","Spain",0.5,NA
"13120",183,"Trichiurus lepturus","eez","Portugal",0.5,NA
"13121",184,"Trichiurus lepturus","eez","Italy",0.5,NA
"13122",186,"Trichiurus lepturus","eez","Montenegro",0.5,NA
"13123",187,"Trichiurus lepturus","eez","Croatia",0.5,NA
"13124",188,"Trichiurus lepturus","eez","Slovenia",0.5,NA
"13125",190,"Trichiurus lepturus","eez","Qatar",0.5,NA
"13126",191,"Trichiurus lepturus","eez","Iran",0.5,NA
"13127",193,"Trichiurus lepturus","eez","Guinea Bissau",0.5,NA
"13128",194,"Trichiurus lepturus","eez","Guinea",0.5,NA
"13129",195,"Trichiurus lepturus","eez","Ivory Coast",0.5,NA
"13130",196,"Trichiurus lepturus","eez","Nigeria",0.5,NA
"13131",197,"Trichiurus lepturus","eez","Cameroon",0.5,NA
"13132",198,"Trichiurus lepturus","eez","Gabon",0.5,NA
"13133",199,"Trichiurus lepturus","eez","Democratic Republic of the Congo",0.5,NA
"13134",200,"Trichiurus lepturus","eez","Angola",0.5,NA
"13135",202,"Trichiurus lepturus","eez","Tanzania",0.5,NA
"13136",203,"Trichiurus lepturus","eez","India",0.5,NA
"13137",204,"Trichiurus lepturus","eez","Bangladesh",0.5,NA
"13138",205,"Trichiurus lepturus","eez","Myanmar",0.5,NA
"13139",206,"Trichiurus lepturus","eez","Malaysia",0.5,NA
"13140",207,"Trichiurus lepturus","eez","Vietnam",0.5,NA
"13141",208,"Trichiurus lepturus","eez","Singapore",0.5,NA
"13142",209,"Trichiurus lepturus","eez","China",0.5,NA
"13143",210,"Trichiurus lepturus","eez","Japan",0.5,NA
"13144",212,"Trichiurus lepturus","eez","Kiribati",0.5,NA
"13145",214,"Trichiurus lepturus","eez","Egypt",0.5,NA
"13146",216,"Trichiurus lepturus","eez","Indonesia",0.5,NA
"13147",218,"Trichiurus lepturus","eez","Canada",0.5,NA
"13148",221,"Trichiurus lepturus","eez","Northern Saint-Martin",0.5,NA
"13149",224,"Trichiurus lepturus","eez","Chile",0.5,NA
"13150",231,"Trichiurus lepturus","eez","East Timor",0.5,NA
"13151",237,"Trichiurus lepturus","eez","Oecussi Ambeno",0.5,NA
"13152",244,"Trichiurus lepturus","eez","Curaçao",0.5,NA
"13153",245,"Trichiurus lepturus","eez","Bonaire",0.5,NA
"13154",247,"Trichiurus lepturus","eez","Brunei",0.5,NA
"13155",248,"Trichiurus lepturus","eez","Saba",0.5,NA
"13156",250,"Trichiurus lepturus","eez","Aruba",0.5,NA
"13157",261,"Trichiurus lepturus","fao","Atlantic, Northwest",0.5,21
"13158",262,"Trichiurus lepturus","fao","Atlantic, Northeast",0.5,27
"13159",264,"Trichiurus lepturus","fao","Atlantic, Eastern Central",0.5,34
"13160",266,"Trichiurus lepturus","fao","Atlantic, Southwest",0.5,41
"13161",267,"Trichiurus lepturus","fao","Atlantic, Southeast",0.5,47
"13162",269,"Trichiurus lepturus","fao","Indian Ocean, Western",0.5,51
"13163",272,"Trichiurus lepturus","fao","Pacific, Northwest",0.5,61
"13164",274,"Trichiurus lepturus","fao","Pacific, Western Central",0.5,71
"13165",276,"Trichiurus lepturus","fao","Pacific, Southwest",0.5,81
"13166",277,"Trichiurus lepturus","fao","Pacific, Southeast",0.5,87
"13167",1,"Trichiurus lepturus","eez","Cocos Islands",0,NA
"13168",2,"Trichiurus lepturus","eez","Christmas Island",0,NA
"13169",3,"Trichiurus lepturus","eez","Norfolk Island",0,NA
"13170",5,"Trichiurus lepturus","eez","New Caledonia",0,NA
"13171",6,"Trichiurus lepturus","eez","Vanuatu",0,NA
"13172",7,"Trichiurus lepturus","eez","Solomon Islands",0,NA
"13173",8,"Trichiurus lepturus","eez","Palau",0,NA
"13174",9,"Trichiurus lepturus","eez","Micronesia",0,NA
"13175",10,"Trichiurus lepturus","eez","Nauru",0,NA
"13176",11,"Trichiurus lepturus","eez","Marshall Islands",0,NA
"13177",12,"Trichiurus lepturus","eez","Wake Island",0,NA
"13178",13,"Trichiurus lepturus","eez","Northern Mariana Islands and Guam",0,NA
"13179",14,"Trichiurus lepturus","eez","Taiwan",0,NA
"13180",15,"Trichiurus lepturus","eez","Philippines",0,NA
"13181",16,"Trichiurus lepturus","eez","Australia",0,NA
"13182",17,"Trichiurus lepturus","eez","Papua New Guinea",0,NA
"13183",18,"Trichiurus lepturus","eez","Fiji",0,NA
"13184",19,"Trichiurus lepturus","eez","Tuvalu",0,NA
"13185",20,"Trichiurus lepturus","eez","South Korea",0,NA
"13186",21,"Trichiurus lepturus","eez","North Korea",0,NA
"13187",24,"Trichiurus lepturus","eez","Cambodia",0,NA
"13188",25,"Trichiurus lepturus","eez","Thailand",0,NA
"13189",26,"Trichiurus lepturus","eez","Andaman and Nicobar",0,NA
"13190",28,"Trichiurus lepturus","eez","Comoro Islands",0,NA
"13191",29,"Trichiurus lepturus","eez","Mayotte",0,NA
"13192",30,"Trichiurus lepturus","eez","Glorioso Islands",0,NA
"13193",31,"Trichiurus lepturus","eez","Seychelles",0,NA
"13194",32,"Trichiurus lepturus","eez","R_union",0,NA
"13195",33,"Trichiurus lepturus","eez","Juan de Nova Island",0,NA
"13196",34,"Trichiurus lepturus","eez","Bassas da India",0,NA
"13197",35,"Trichiurus lepturus","eez","Ile Europa",0,NA
"13198",36,"Trichiurus lepturus","eez","Ile Tromelin",0,NA
"13199",37,"Trichiurus lepturus","eez","Mauritius",0,NA
"13200",38,"Trichiurus lepturus","eez","British Indian Ocean Territory",0,NA
"13201",39,"Trichiurus lepturus","eez","Maldives",0,NA
"13202",40,"Trichiurus lepturus","eez","Sri Lanka",0,NA
"13203",41,"Trichiurus lepturus","eez","Mozambique",0,NA
"13204",42,"Trichiurus lepturus","eez","Madagascar",0,NA
"13205",43,"Trichiurus lepturus","eez","Kenya",0,NA
"13206",44,"Trichiurus lepturus","eez","Somalia",0,NA
"13207",45,"Trichiurus lepturus","eez","Eritrea",0,NA
"13208",46,"Trichiurus lepturus","eez","Djibouti",0,NA
"13209",47,"Trichiurus lepturus","eez","Yemen",0,NA
"13210",48,"Trichiurus lepturus","eez","Oman",0,NA
"13211",49,"Trichiurus lepturus","eez","Sudan",0,NA
"13212",50,"Trichiurus lepturus","eez","Saudi Arabia",0,NA
"13213",51,"Trichiurus lepturus","eez","Kuwait",0,NA
"13214",53,"Trichiurus lepturus","eez","Pakistan",0,NA
"13215",54,"Trichiurus lepturus","eez","United Arab Emirates",0,NA
"13216",55,"Trichiurus lepturus","eez","Azores",0,NA
"13217",56,"Trichiurus lepturus","eez","Cape Verde",0,NA
"13218",57,"Trichiurus lepturus","eez","Madeira",0,NA
"13219",58,"Trichiurus lepturus","eez","Canary Islands",0,NA
"13220",61,"Trichiurus lepturus","eez","Tunisia",0,NA
"13221",62,"Trichiurus lepturus","eez","Morocco",0,NA
"13222",63,"Trichiurus lepturus","eez","Western Sahara",0,NA
"13223",64,"Trichiurus lepturus","eez","Mauritania",0,NA
"13224",65,"Trichiurus lepturus","eez","Gambia",0,NA
"13225",66,"Trichiurus lepturus","eez","Senegal",0,NA
"13226",67,"Trichiurus lepturus","eez","Libya",0,NA
"13227",68,"Trichiurus lepturus","eez","Malta",0,NA
"13228",73,"Trichiurus lepturus","eez","Russia",0,NA
"13229",76,"Trichiurus lepturus","eez","Turkey",0,NA
"13230",77,"Trichiurus lepturus","eez","Syria",0,NA
"13231",78,"Trichiurus lepturus","eez","Lebanon",0,NA
"13232",79,"Trichiurus lepturus","eez","Israel",0,NA
"13233",80,"Trichiurus lepturus","eez","Greece",0,NA
"13234",81,"Trichiurus lepturus","eez","Cyprus",0,NA
"13235",82,"Trichiurus lepturus","eez","Albania",0,NA
"13236",84,"Trichiurus lepturus","eez","Algeria",0,NA
"13237",85,"Trichiurus lepturus","eez","Ascension",0,NA
"13238",86,"Trichiurus lepturus","eez","Saint Helena",0,NA
"13239",88,"Trichiurus lepturus","eez","Tristan da Cunha",0,NA
"13240",92,"Trichiurus lepturus","eez","Amsterdam Island and Saint Paul Island",0,NA
"13241",95,"Trichiurus lepturus","eez","Falkland Islands",0,NA
"13242",96,"Trichiurus lepturus","eez","Sierra Leone",0,NA
"13243",97,"Trichiurus lepturus","eez","Liberia",0,NA
"13244",98,"Trichiurus lepturus","eez","Togo",0,NA
"13245",99,"Trichiurus lepturus","eez","Benin",0,NA
"13246",100,"Trichiurus lepturus","eez","R_publique du Congo",0,NA
"13247",101,"Trichiurus lepturus","eez","Namibia",0,NA
"13248",102,"Trichiurus lepturus","eez","South Africa",0,NA
"13249",103,"Trichiurus lepturus","eez","Sao Tome and Principe",0,NA
"13250",104,"Trichiurus lepturus","eez","Equatorial Guinea",0,NA
"13251",106,"Trichiurus lepturus","eez","Ghana",0,NA
"13252",107,"Trichiurus lepturus","eez","Clipperton Island",0,NA
"13253",108,"Trichiurus lepturus","eez","Bermuda",0,NA
"13254",110,"Trichiurus lepturus","eez","Bahamas",0,NA
"13255",111,"Trichiurus lepturus","eez","Turks and Caicos Islands",0,NA
"13256",112,"Trichiurus lepturus","eez","Cuba",0,NA
"13257",113,"Trichiurus lepturus","eez","Cayman Islands",0,NA
"13258",114,"Trichiurus lepturus","eez","Haiti",0,NA
"13259",115,"Trichiurus lepturus","eez","Dominican Republic",0,NA
"13260",116,"Trichiurus lepturus","eez","Puerto Rico and Virgin Islands of the United States",0,NA
"13261",117,"Trichiurus lepturus","eez","British Virgin Islands",0,NA
"13262",118,"Trichiurus lepturus","eez","Anguilla",0,NA
"13263",119,"Trichiurus lepturus","eez","Saint Kitts and Nevis",0,NA
"13264",120,"Trichiurus lepturus","eez","Antigua and Barbuda",0,NA
"13265",121,"Trichiurus lepturus","eez","Montserrat",0,NA
"13266",122,"Trichiurus lepturus","eez","Saint Lucia",0,NA
"13267",123,"Trichiurus lepturus","eez","Dominica",0,NA
"13268",124,"Trichiurus lepturus","eez","Barbados",0,NA
"13269",125,"Trichiurus lepturus","eez","Grenada",0,NA
"13270",126,"Trichiurus lepturus","eez","Trinidad and Tobago",0,NA
"13271",127,"Trichiurus lepturus","eez","Saint Vincent and the Grenadines",0,NA
"13272",129,"Trichiurus lepturus","eez","Panama",0,NA
"13273",130,"Trichiurus lepturus","eez","Costa Rica",0,NA
"13274",131,"Trichiurus lepturus","eez","Nicaragua",0,NA
"13275",132,"Trichiurus lepturus","eez","Colombia",0,NA
"13276",133,"Trichiurus lepturus","eez","Honduras",0,NA
"13277",134,"Trichiurus lepturus","eez","El Salvador",0,NA
"13278",135,"Trichiurus lepturus","eez","Mexico",0,NA
"13279",136,"Trichiurus lepturus","eez","Guatemala",0,NA
"13280",137,"Trichiurus lepturus","eez","Ecuador",0,NA
"13281",138,"Trichiurus lepturus","eez","Peru",0,NA
"13282",139,"Trichiurus lepturus","eez","Venezuela",0,NA
"13283",140,"Trichiurus lepturus","eez","Guadeloupe and Martinique",0,NA
"13284",162,"Trichiurus lepturus","eez","New Zealand",0,NA
"13285",163,"Trichiurus lepturus","eez","United States",0,NA
"13286",164,"Trichiurus lepturus","eez","Belize",0,NA
"13287",166,"Trichiurus lepturus","eez","Jamaica",0,NA
"13288",167,"Trichiurus lepturus","eez","Guyana",0,NA
"13289",168,"Trichiurus lepturus","eez","Suriname",0,NA
"13290",169,"Trichiurus lepturus","eez","French Guiana",0,NA
"13291",171,"Trichiurus lepturus","eez","Brazil",0,NA
"13292",172,"Trichiurus lepturus","eez","Argentina",0,NA
"13293",173,"Trichiurus lepturus","eez","Uruguay",0,NA
"13294",179,"Trichiurus lepturus","eez","France",0,NA
"13295",180,"Trichiurus lepturus","eez","United Kingdom",0,NA
"13296",181,"Trichiurus lepturus","eez","Ireland",0,NA
"13297",182,"Trichiurus lepturus","eez","Spain",0,NA
"13298",183,"Trichiurus lepturus","eez","Portugal",0,NA
"13299",184,"Trichiurus lepturus","eez","Italy",0,NA
"13300",186,"Trichiurus lepturus","eez","Montenegro",0,NA
"13301",187,"Trichiurus lepturus","eez","Croatia",0,NA
"13302",188,"Trichiurus lepturus","eez","Slovenia",0,NA
"13303",190,"Trichiurus lepturus","eez","Qatar",0,NA
"13304",191,"Trichiurus lepturus","eez","Iran",0,NA
"13305",193,"Trichiurus lepturus","eez","Guinea Bissau",0,NA
"13306",194,"Trichiurus lepturus","eez","Guinea",0,NA
"13307",195,"Trichiurus lepturus","eez","Ivory Coast",0,NA
"13308",196,"Trichiurus lepturus","eez","Nigeria",0,NA
"13309",197,"Trichiurus lepturus","eez","Cameroon",0,NA
"13310",198,"Trichiurus lepturus","eez","Gabon",0,NA
"13311",199,"Trichiurus lepturus","eez","Democratic Republic of the Congo",0,NA
"13312",200,"Trichiurus lepturus","eez","Angola",0,NA
"13313",202,"Trichiurus lepturus","eez","Tanzania",0,NA
"13314",203,"Trichiurus lepturus","eez","India",0,NA
"13315",204,"Trichiurus lepturus","eez","Bangladesh",0,NA
"13316",205,"Trichiurus lepturus","eez","Myanmar",0,NA
"13317",206,"Trichiurus lepturus","eez","Malaysia",0,NA
"13318",207,"Trichiurus lepturus","eez","Vietnam",0,NA
"13319",208,"Trichiurus lepturus","eez","Singapore",0,NA
"13320",209,"Trichiurus lepturus","eez","China",0,NA
"13321",210,"Trichiurus lepturus","eez","Japan",0,NA
"13322",212,"Trichiurus lepturus","eez","Kiribati",0,NA
"13323",214,"Trichiurus lepturus","eez","Egypt",0,NA
"13324",216,"Trichiurus lepturus","eez","Indonesia",0,NA
"13325",218,"Trichiurus lepturus","eez","Canada",0,NA
"13326",221,"Trichiurus lepturus","eez","Northern Saint-Martin",0,NA
"13327",224,"Trichiurus lepturus","eez","Chile",0,NA
"13328",231,"Trichiurus lepturus","eez","East Timor",0,NA
"13329",237,"Trichiurus lepturus","eez","Oecussi Ambeno",0,NA
"13330",244,"Trichiurus lepturus","eez","Curaçao",0,NA
"13331",245,"Trichiurus lepturus","eez","Bonaire",0,NA
"13332",247,"Trichiurus lepturus","eez","Brunei",0,NA
"13333",248,"Trichiurus lepturus","eez","Saba",0,NA
"13334",250,"Trichiurus lepturus","eez","Aruba",0,NA
"13335",261,"Trichiurus lepturus","fao","Atlantic, Northwest",0,21
"13336",262,"Trichiurus lepturus","fao","Atlantic, Northeast",0,27
"13337",264,"Trichiurus lepturus","fao","Atlantic, Eastern Central",0,34
"13338",266,"Trichiurus lepturus","fao","Atlantic, Southwest",0,41
"13339",267,"Trichiurus lepturus","fao","Atlantic, Southeast",0,47
"13340",269,"Trichiurus lepturus","fao","Indian Ocean, Western",0,51
"13341",272,"Trichiurus lepturus","fao","Pacific, Northwest",0,61
"13342",274,"Trichiurus lepturus","fao","Pacific, Western Central",0,71
"13343",276,"Trichiurus lepturus","fao","Pacific, Southwest",0,81
"13344",277,"Trichiurus lepturus","fao","Pacific, Southeast",0,87
"13345",1,"Tragulichthys jaculiferus","eez","Cocos Islands",0.5,NA
"13346",2,"Tragulichthys jaculiferus","eez","Christmas Island",0.5,NA
"13347",3,"Tragulichthys jaculiferus","eez","Norfolk Island",0.5,NA
"13348",5,"Tragulichthys jaculiferus","eez","New Caledonia",0.5,NA
"13349",6,"Tragulichthys jaculiferus","eez","Vanuatu",0.5,NA
"13350",7,"Tragulichthys jaculiferus","eez","Solomon Islands",0.5,NA
"13351",8,"Tragulichthys jaculiferus","eez","Palau",0.5,NA
"13352",9,"Tragulichthys jaculiferus","eez","Micronesia",0.5,NA
"13353",10,"Tragulichthys jaculiferus","eez","Nauru",0.5,NA
"13354",11,"Tragulichthys jaculiferus","eez","Marshall Islands",0.5,NA
"13355",12,"Tragulichthys jaculiferus","eez","Wake Island",0.5,NA
"13356",13,"Tragulichthys jaculiferus","eez","Northern Mariana Islands and Guam",0.5,NA
"13357",14,"Tragulichthys jaculiferus","eez","Taiwan",0.5,NA
"13358",15,"Tragulichthys jaculiferus","eez","Philippines",0.5,NA
"13359",16,"Tragulichthys jaculiferus","eez","Australia",0.5,NA
"13360",17,"Tragulichthys jaculiferus","eez","Papua New Guinea",0.5,NA
"13361",18,"Tragulichthys jaculiferus","eez","Fiji",0.5,NA
"13362",19,"Tragulichthys jaculiferus","eez","Tuvalu",0.5,NA
"13363",20,"Tragulichthys jaculiferus","eez","South Korea",0.5,NA
"13364",40,"Tragulichthys jaculiferus","eez","Sri Lanka",0.5,NA
"13365",147,"Tragulichthys jaculiferus","eez","French Polynesia",0.5,NA
"13366",155,"Tragulichthys jaculiferus","eez","Tonga",0.5,NA
"13367",158,"Tragulichthys jaculiferus","eez","Howland Island and Baker Island",0.5,NA
"13368",161,"Tragulichthys jaculiferus","eez","Wallis and Futuna",0.5,NA
"13369",162,"Tragulichthys jaculiferus","eez","New Zealand",0.5,NA
"13370",163,"Tragulichthys jaculiferus","eez","United States",0.5,NA
"13371",203,"Tragulichthys jaculiferus","eez","India",0.5,NA
"13372",206,"Tragulichthys jaculiferus","eez","Malaysia",0.5,NA
"13373",207,"Tragulichthys jaculiferus","eez","Vietnam",0.5,NA
"13374",209,"Tragulichthys jaculiferus","eez","China",0.5,NA
"13375",210,"Tragulichthys jaculiferus","eez","Japan",0.5,NA
"13376",212,"Tragulichthys jaculiferus","eez","Kiribati",0.5,NA
"13377",216,"Tragulichthys jaculiferus","eez","Indonesia",0.5,NA
"13378",231,"Tragulichthys jaculiferus","eez","East Timor",0.5,NA
"13379",237,"Tragulichthys jaculiferus","eez","Oecussi Ambeno",0.5,NA
"13380",274,"Tragulichthys jaculiferus","fao","Pacific, Western Central",0.5,71
"13381",276,"Tragulichthys jaculiferus","fao","Pacific, Southwest",0.5,81
"13382",1,"Tragulichthys jaculiferus","eez","Cocos Islands",0,NA
"13383",2,"Tragulichthys jaculiferus","eez","Christmas Island",0,NA
"13384",3,"Tragulichthys jaculiferus","eez","Norfolk Island",0,NA
"13385",5,"Tragulichthys jaculiferus","eez","New Caledonia",0,NA
"13386",6,"Tragulichthys jaculiferus","eez","Vanuatu",0,NA
"13387",7,"Tragulichthys jaculiferus","eez","Solomon Islands",0,NA
"13388",8,"Tragulichthys jaculiferus","eez","Palau",0,NA
"13389",9,"Tragulichthys jaculiferus","eez","Micronesia",0,NA
"13390",10,"Tragulichthys jaculiferus","eez","Nauru",0,NA
"13391",11,"Tragulichthys jaculiferus","eez","Marshall Islands",0,NA
"13392",12,"Tragulichthys jaculiferus","eez","Wake Island",0,NA
"13393",13,"Tragulichthys jaculiferus","eez","Northern Mariana Islands and Guam",0,NA
